4015171,553707.2,1
4015171,553712.2,1
4015171,553717.2,1
4015171,553722.2,1
4015171,553727.2,1
4015171,553732.2,1
4015171,553737.2,1
4015171,553742.2,1
4015171,553747.2,1
4015171,553752.2,1
4015171,553757.2,1
4015171,553762.2,1
4015171,553767.2,1
4015171,553772.2,1
4015171,553777.2,1
4015171,553782.2,1
4015171,553787.2,1
4015171,553792.2,1
4015171,553797.2,1
4015171,553802.2,1
4015171,553807.2,0
4015171,553802.2,0
4015171,553797.2,0
4015171,553792.2,0
4015171,553787.2,0
4015171,553782.2,0
4015171,553777.2,0
4015171,553772.2,0
4015171,553767.2,0
4015171,553762.2,0
4015171,553757.2,0
4015171,553752.2,0
4015171,553747.2,0
4015171,553742.2,0
4015171,553737.2,0
4015171,553732.2,0
4015171,553727.2,0
4015171,553722.2,0
4015171,553717.2,0
4015171,553712.2,0
4015174.3,553707.2,1
4015174.3,553712.2,1
4015174.3,553717.2,1
4015174.3,553722.2,1
4015174.3,553727.2,1
4015174.3,553732.2,1
4015174.3,553737.2,1
4015174.3,553742.2,1
4015174.3,553747.2,1
4015174.3,553752.2,1
4015174.3,553757.2,1
4015174.3,553762.2,1
4015174.3,553767.2,1
4015174.3,553772.2,1
4015174.3,553777.2,1
4015174.3,553782.2,1
4015174.3,553787.2,1
4015174.3,553792.2,1
4015174.3,553797.2,1
4015174.3,553802.2,1
4015174.3,553807.2,0
4015174.3,553802.2,0
4015174.3,553797.2,0
4015174.3,553792.2,0
4015174.3,553787.2,0
4015174.3,553782.2,0
4015174.3,553777.2,0
4015174.3,553772.2,0
4015174.3,553767.2,0
4015174.3,553762.2,0
4015174.3,553757.2,0
4015174.3,553752.2,0
4015174.3,553747.2,0
4015174.3,553742.2,0
4015174.3,553737.2,0
4015174.3,553732.2,0
4015174.3,553727.2,0
4015174.3,553722.2,0
4015174.3,553717.2,0
4015174.3,553712.2,0
4015177.6,553707.2,1
4015177.6,553712.2,1
4015177.6,553717.2,1
4015177.6,553722.2,1
4015177.6,553727.2,1
4015177.6,553732.2,1
4015177.6,553737.2,1
4015177.6,553742.2,1
4015177.6,553747.2,1
4015177.6,553752.2,1
4015177.6,553757.2,1
4015177.6,553762.2,1
4015177.6,553767.2,1
4015177.6,553772.2,1
4015177.6,553777.2,1
4015177.6,553782.2,1
4015177.6,553787.2,1
4015177.6,553792.2,1
